c_category,c_func,c_name,c_data_type,c_value_type,c_choice,c_database,c_unit,remark,c_module,c_range,c_address
SecondaryReturnAirValveOpening,6000280,二次回风阀开度,Inst,2,,,%,,,,
SecondaryReturnAirFlow,6000281,二次回风风量,Inst,2,,,m3/h,,,,
SecondaryMixAirPress,6000282,二次混风段后压力,Inst,2,,,Pa,,,,
SecondaryMixAirTemp,6000283,二次混风段后温度,Inst,2,,,℃,,,,
SecondaryMixAirRH,6000284,二次混风段后相对湿度,Inst,2,,,%RH,,,,
SecondaryMixAirPM,6000285,二次混风段后颗粒物浓度,Inst,2,,,mg/m3,,,,
CO2Concentrations,6000286,二氧化碳浓度,Inst,2,,,ppm,,,,
InCloudStatus,6000287,云端控制状态,Bool,,"{""type"":""str"",""map"":{""0"":""非云端"",""1"":""云端""}}",,,,,,
ACInoutPower,6000288,交流输入功率,Inst,2,,,kW,,,,
ACInoutVoltage,6000289,交流输入电压,Inst,2,,,V,,,,
ACInoutCurrent,6000290,交流输入电流,Inst,2,,,A,,,,
ACInputPhaseDegree,6000291,交流输入相位度数,Inst,2,,,°,,,,
ACInoutFrequency,6000292,交流输入频率,Inst,2,,,Hz,,,,
ACOutputPower,6000293,交流输出功率,Inst,2,,,W,,,,
ACOutputVoltage,6000294,交流输出电压,Inst,2,,,V,,,,
ACOutputCurrent,6000295,交流输出电流,Inst,2,,,A,,,,
ACOutputFrequency,6000296,交流输出频率,Inst,2,,,Hz,,,,
PassengerOccupantLocation,6000297,人员位置,Attachment,,,,,,,,
SEElecUbcU,6000298,传感器Ubc线电压,Num,,,,V,,,,
TransU,6000299,传输电压,Inst,2,,,V,,,,
TransI,6000300,传输电流,Inst,2,,,A,,,,
MDisplace,6000301,位移传感器位移测量值,Inst,2,,,m,,,,
isDisplaceAlarm,6000302,位移传感器是否正在报警,Boolv,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
DisplaceOutU,6000303,位移传感器输出电压,Inst,2,,,V,,,,
DisplaceOutI,6000304,位移传感器输出电流,Inst,2,,,A,,,,
Displace,6000305,位移测量值,Num,,,,m,,,,
LUAPhasePFactor,6000306,低压侧A相功率因数,Inst,2,,,,,,,
LUAPhaseReactiveP,6000307,低压侧A相无功功率,Inst,2,,,kW,,,,
LUAPhaseActiveP,6000308,低压侧A相有功功率,Inst,2,,,kW,,,,
LUAPhaseU,6000309,低压侧A相电压,Inst,2,,,V,,,,
LUAPhaseI,6000310,低压侧A相电流,Inst,2,,,A,,,,
LUAPhaseApparentP,6000311,低压侧A相视在功率,Inst,2,,,kVA,,,,
LUBPhasePFactor,6000312,低压侧B相功率因数,Inst,2,,,,,,,
LUBPhaseReactiveP,6000313,低压侧B相无功功率,Inst,2,,,kVar,,,,
LUBPhaseActiveP,6000314,低压侧B相有功功率,Inst,2,,,kW,,,,
LUBPhaseU,6000315,低压侧B相电压,Inst,2,,,V,,,,
LUBPhaseI,6000316,低压侧B相电流,Inst,2,,,A,,,,
LUBPhaseApparentP,6000317,低压侧B相视在功率,Inst,2,,,kVA,,,,
LUCPhasePFactor,6000318,低压侧C相功率因数,Inst,2,,,,,,,
LUCPhaseReactiveP,6000319,低压侧C相无功功率,Inst,2,,,kVar,,,,
LUCPhaseActiveP,6000320,低压侧C相有功功率,Inst,2,,,kW,,,,
LUCPhaseU,6000321,低压侧C相电压,Inst,2,,,V,,,,
LUCPhaseI,6000322,低压侧C相电流,Inst,2,,,A,,,,
LUCPhaseApparentP,6000323,低压侧C相视在功率,Inst,2,,,kVA,,,,
LUTotPFactor,6000324,低压侧总功率因数,Inst,2,,,,,,,
LUTotReactiveP,6000325,低压侧总无功功率,Inst,2,,,kVar,,,,
LUTotActiveP,6000326,低压侧总有功功率,Inst,2,,,kW,,,,
LUTotApparentP,6000327,低压侧总视在功率,Inst,2,,,kVA,,,,
LUU,6000328,低压侧电压,Inst,2,,,V,,,,
LUI,6000329,低压侧电流,Inst,2,,,A,,,,
LUAccE,6000330,低压侧累计电能,Acc,,,,kWh,,,,
LUP,6000331,低压侧负载功率,Inst,2,,,kW,,,,
LULoadRate,6000332,低压侧负载率,Inst,2,,,%,,,,
OutLowPFactor,6000333,低压出线功率因数,Inst,2,,,,,,,
LUSplitSwitch,6000334,低压解列,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
LUZeroSequenceI,6000335,低压零序电流,Inst,2,,,A,,,,
LowLoadReduceProtect,6000336,低周减载保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
AccLowGearRunTime,6000337,低档位累计运行,Acc,1,,,h,,,,
LowOutPress,6000338,低温侧出水压力,Inst,2,,,MPa,,,,
LowOutTemp,6000339,低温侧出水温度,Inst,2,,,℃,,,,
LowValveSwitch,6000340,低温侧水阀开关,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
LowValveOpening,6000341,低温侧水阀开度,Inst,2,,,%,,,,
LowFlow,6000342,低温侧瞬时流量,Inst,2,,,m3/h,,,,
LowInPress,6000343,低温侧进水压力,Inst,2,,,MPa,,,,
LowInTemp,6000344,低温侧进水温度,Inst,2,,,℃,,,,
LowUProtect,6000345,低电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
LowUAlarm,6000346,低电压告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
ElecAccValleyConsum,6000347,低谷时段累计电量测量值,Num,,,,kWh,,,,
ResidualChlorineValue,6000349,余氯值,Inst,2,,,mg/L,,,,
HeatRecoveryEff,6000350,余热回收效率,Inst,2,,,%,,,,
UseStatus,6000351,使用情况,Boolv,,"{""type"":""str"",""map"":{""0"":""未使用"",""1"":""使用中""}}",,,,,,
CoolC,6000352,供冷量,Inst,2,,,kW,,,,
SupplyPumpOutPress,6000353,供水侧水泵出口压强,Num,,,,MPa,,,,
SupplyPumpSideRunNum,6000354,供水侧水泵开启台数,Num,,,,台,,,,
SupplyPumpInPress,6000355,供水侧水泵进口压强,Num,,,,MPa,,,,
WaterSupPress,6000356,供水压力,Inst,2,,,MPa,,,,
HeatWaterMainSupplyPress,6000357,供水干管压力,Num,,,,MPa,,,,
HeatWaterMainSupplyTemp,6000358,供水干管温度,Num,,,,℃,,,,
UnitHead,6000359,供水扬程,Inst,2,,,m,,,,
WaterSupTemp,6000360,供水温度,Inst,2,,,℃,,,,
LubePress,6000361,供油压力,Inst,2,,,MPa,,,,
HeatPw,6000362,供热功率,Inst,2,,,kW,,,,
Eff,6000363,供热效率,Inst,2,,,%,,,,
HotWaterReturnFlow,6000364,供热水回水流量,Num,,,,m3/h,,,,
HotWaterReturnTemp,6000365,供热水回水温度,Num,,,,℃,,,,
HotWaterSupplyFlow,6000366,供热水流量,Num,,,,m3/h,,,,
HotWaterSupplyTemp,6000367,供热水温度,Num,,,,℃,,,,
HeatS,6000368,供热量,Inst,2,,,kW,,,,
ElecSupplyStatus,6000369,供电状态,Enum,,"{""type"":""str"",""map"":{""1"":""市政正常供电"",""2"":""Ups/Eps供电"",""3"":""柴油发电机供电"",""99"":""其他""}}",,,,,,
VaporMainSupplyPress,6000370,供蒸汽压力,Num,,,,MPa,,,,
SignalSource,6000371,信号来源,Str,,,,,,,,
SignalU,6000372,信号电压,Inst,2,,,V,,,,
SignalI,6000373,信号电流,Inst,2,,,A,,,,
SignalInputP,6000374,信号输入功率,Inst,2,,,W,,,,
SignalOutputP,6000375,信号输出功率,Inst,2,,,W,,,,
SignalFreq,6000376,信号频率,Inst,2,,,Hz,,,,
SNR,6000377,信噪比,Inst,2,,,dB(A),,,,
ChannelUseStatus,6000378,信道使用状态,Bools,,"{""type"":""str"",""map"":{""0"":""闲置"",""1"":""使用""}}",,,,,,
ChannelAccessTerminalNum,6000379,信道接入末端数,Num,,,,个,,,,
CarNum,6000380,停车数量,Num,,,,台,,,,
ParkingTimeCount,6000381,停车时间计时,Acc,,,,min,,,,
ParkingStatus,6000382,停车状态,Boolv,,"{""type"":""str"",""map"":{""0"":""无车"",""1"":""有车""}}",,,,,,
HotWaterTankVolume,6000383,储热水箱水量,Num,,,,m3,,,,
HotWaterTankTemp,6000384,储热水箱温度,Num,,,,℃,,,,
EStore,6000385,储电量,Num,,,,Ah,,,,
EVParkingP,6000386,充电桩充电功率,Num,,,,kW,,,,
EVParkingI,6000387,充电桩充电电流,Num,,,,A,,,,
ChargeU,6000388,充电电压,Inst,2,,,V,,,,
ChargeI,6000389,充电电流,Inst,2,,,A,,,,
PhotosyntheticallyActiveRadiation,6000390,光合有效辐射,Inst,2,,,W/m2,,,,
BeamID,6000391,光型序号,Strv,,,,,,,,
LightIntensity,6000392,光照强度,Inst,2,,,lux,,,,
FreeCoolingSwitchStatus,6000393,免费供冷转换状态,Bool,,"{""type"":""str"",""map"":{""0"":""不使用免费冷"",""1"":""使用免费冷""}}",,,,,,
IAAlarmStatus,6000394,入侵报警系统报警状态,Enum,,"{""type"":""str"",""map"":{""1"":""正常"",""2"":""报警"",""3"":""试验"",""99"":""其他""}}",,,,,,
InNOxConcentrate,6000395,入口NOx浓度,Inst,2,,,mg/m3,,,,
InCOConcentrate,6000396,入口一氧化碳浓度,Inst,2,,,mg/m3,,,,
InletPressure,6000397,入口压力,Inst,2,,,Kpa,,,,
InSOConcentrate,6000398,入口硫化合物浓度,Inst,2,,,mg/m3,,,,
InHCConcentrate,6000399,入口碳氢化合物浓度,Inst,2,,,mg/m3,,,,
InPMConcentrate,6000400,入口黑烟浓度,Inst,2,,,mg/m3,,,,
CloseTimeCount,6000401,关闭时间计时,Acc,,,,h,,,,
OBAInterveneStatus,6000402,其他BA手动干预状态,Bool,,"{""type"":""str"",""map"":{""0"":""不允许"",""1"":""允许""}}",,,,,,
OInCloudStatus,6000403,其他云端控制状态,Bool,,"{""type"":""str"",""map"":{""0"":""非云端"",""1"":""云端""}}",,,,,,
OOnlineStatus,6000404,其他在线状态,Bool,,"{""type"":""str"",""map"":{""0"":""离线"",""1"":""在线""}}",,,,,,
OManualAutoStatus,6000405,其他手自动状态,Bool,,"{""type"":""str"",""map"":{""0"":""手动"",""1"":""自动""}}",,,,,,
OFaultStatus,6000406,其他故障状态,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""故障""}}",,,,,,
OATWorkMode,6000407,其他空调运行模式,Enumv,,"{""type"":""str"",""map"":{""1"":""制冷"",""2"":""制热"",""3"":""通风"",""4"":""除湿"",""99"":""其他""}}",,,,,,
ORunMode,6000408,其他运行模式,Enum,,"{""type"":""str"",""map"":{""99"":""其他""}}",,,,,,
ORunStatus,6000409,其他运行状态,Bool,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
ReheatP,6000410,再热功率,Inst,2,,,kW,,,,
ReheatAirPress,6000411,再热段后压力,Inst,2,,,Pa,,,,
ReheatAirTemp,6000412,再热段后温度,Inst,2,,,℃,,,,
ReheatAirRH,6000413,再热段后相对湿度,Inst,2,,,%RH,,,,
RegenerantStore,6000414,再生剂储量,Inst,2,,,L,,,,
ChillWaterSideValveSwitch,6000415,冷冻侧水阀开关,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ChillWaterValveOpening,6000416,冷冻侧水阀开度,Inst,2,,,%,,,,
ChillWaterMainSupplyPress,6000417,冷冻水供水干管压力,Num,,,,MPa,,,,
ChillWaterMainSupplyTemp,6000418,冷冻水供水干管温度,Num,,,,℃,,,,
ChillWaterMainReturnPress,6000419,冷冻水回水干管压力,Num,,,,MPa,,,,
ChillWaterMainReturnTemp,6000420,冷冻水回水干管温度,Num,,,,℃,,,,
TotalChillWaterFlow,6000421,冷冻水总流量,Num,,,,m3/h,,,,
ChillWaterFlow,6000422,冷冻水流量,Inst,2,,,m3/h,,,,
WTFch,6000423,冷冻水输配系数,Num,,,,,,,,
ChillPumpRunNum,6000424,冷冻泵开启台数,Num,,,,台,,,,
ChillPumpFreq,6000425,冷冻泵运行频率,Num,,,,Hz,,,,
CondPress,6000426,冷凝压力,Inst,2,,,MPa,,,,
CoolCondWaterInPress,6000427,冷凝器入口冷却水压,Inst,2,,,MPa,,,,
CoolCondWaterInTemp,6000428,冷凝器入口冷却水温,Inst,2,,,℃,,,,
CondWaterInPress,6000429,冷凝器入口水压,Inst,2,,,MPa,,,,
CondWaterInTemp,6000430,冷凝器入口水温,Inst,2,,,℃,,,,
CoolCondWaterOutPress,6000431,冷凝器出口冷却水压,Inst,2,,,MPa,,,,
CondWaterOutCoolTemp,6000432,冷凝器出口冷却水温,Inst,2,,,℃,,,,
CondWaterOutPress,6000433,冷凝器出口水压,Inst,2,,,MPa,,,,
CondWaterOutTemp,6000434,冷凝器出口水温,Inst,2,,,℃,,,,
CondSupercool,6000435,冷凝器过冷度,Inst,2,,,℃,,,,
VaporCondensateTemp,6000436,冷凝水回水温度,Inst,2,,,℃,,,,
CondTemp,6000437,冷凝温度,Inst,2,,,℃,,,,
CoolWaterValveSwitch,6000438,冷却侧水阀开关,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
CoolWaterValveOpening,6000439,冷却侧水阀开度,Inst,2,,,%,,,,
HighTrayWaterLev,6000440,冷却塔上水盘水位,Inst,2,,,m,,,,
LowTrayWaterLev,6000441,冷却塔下水盘水位,Inst,2,,,m,,,,
CoolTowerRunNum,6000442,冷却塔开启台数,Num,,,,台,,,,
CoolTowerEff,6000443,冷却塔散热综合效率,Inst,2,,,%,,,,
CoolTowerFreq,6000444,冷却塔运行频率,Num,,,,Hz,,,,
Resistance,6000445,冷却塔阻力,Inst,2,,,MPa,,,,
AirWaterRatio,6000446,冷却塔风水比,Inst,2,,,,,,,
CoolWaterMainSupplyPress,6000447,冷却水供水干管压力,Num,,,,MPa,,,,
CoolWaterMainSupplyTemp,6000448,冷却水供水干管温度,Num,,,,℃,,,,
CoolWaterMainReturnPress,6000449,冷却水回水干管压力,Num,,,,MPa,,,,
CoolWaterMainReturnTemp,6000450,冷却水回水干管温度,Num,,,,℃,,,,
TotalCoolWaterFlow,6000451,冷却水总流量,Num,,,,m3/h,,,,
CoolWaterFlow,6000452,冷却水流量,Inst,2,,,m3/h,,,,
WTFc,6000453,冷却水输配系数,Num,,,,,,,,
CoolPumpRunNum,6000454,冷却泵开启台数,Num,,,,台,,,,
CoolPumpFreq,6000455,冷却泵运行频率,Num,,,,Hz,,,,
ChillerFreq,6000456,冷机工作频率,Num,,,,Hz,,,,
ChillerRunNum,6000457,冷机开启台数,Num,,,,台,,,,
ChillersCOP,6000458,冷机组COP,Num,,,,,,,,
ChillersPLR,6000459,冷机组负载率,Num,,,,%,,,,
CPLR,6000460,冷机负载率,Inst,2,,,%,,,,
TapWaterPH,6000461,冷水PH值,Inst,2,,,,,,,
ChillWaterOutTemp,6000462,冷水出口温度,Inst,2,,,℃,,,,
TapWaterOutPress,6000463,冷水出水压力,Inst,2,,,MPa,,,,
TapWaterOutFlow,6000464,冷水出水流量,Inst,2,,,m3/h,,,,
TapWaterOutTemp,6000465,冷水出水温度,Inst,2,,,℃,,,,
ColdWaterFlow,6000466,冷水流量,Inst,2,,,m3/h,,,,
TapWaterTemp,6000467,冷水温度,Inst,2,,,℃,,,,
TapWaterFillingFlow,6000468,冷水补水量,Num,,,,m3/h,,,,
ChillWaterInTemp,6000469,冷水进口温度,Inst,2,,,℃,,,,
ChillWaterValveSwitch,6000470,冷水阀开关,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
TapWaterValveOpening,6000471,冷水阀开度,Inst,2,,,%,,,,
PurifyEff,6000472,净化效率,Inst,2,,,%,,,,
PurifiedAirV,6000473,净化空气量,Inst,2,,,m3/h,,,,
PurifiedWindV,6000474,净化风量,Inst,2,,,m3/h,,,,
PurifyTankVolume,6000475,净水箱水量,Num,,,,m3,,,,
NetAccReactiveE,6000476,净累计无功电能,Acc,,,,kVarh,,,,
NetAccActiveE,6000477,净累计有功电能,Acc,,,,kWh,,,,
OutNOxConcentrate,6000478,出口NOx浓度,Inst,2,,,mg/m3,,,,
OutCOConcentrate,6000479,出口一氧化碳浓度,Inst,2,,,mg/m3,,,,
OutPress,6000480,出口压力,Inst,2,,,MPa,,,,
WaterOutPres,6000481,出口水压,Inst,2,,,MPa,,,,
SupplyTemp,6000482,出口水温,Inst,2,,,℃,,,,
WaterOutV,6000483,出口流速,Inst,2,,,m/s,,,,
OutFlow,6000484,出口流量,Inst,2,,,L/s,,,,
OutTemp,6000485,出口温度,Inst,2,,,℃,,,,
OutSOConcentrate,6000486,出口硫化合物浓度,Inst,2,,,mg/m3,,,,
OutHCConcentrate,6000487,出口碳氢化合物浓度,Inst,2,,,mg/m3,,,,
AirOutPress,6000488,出口空气压力,Inst,2,,,Pa,,,,
AirOutLampblack,6000489,出口空气带油量,Inst,2,,,mg/m3,,,,
AirOutToxicGas,6000490,出口空气有毒气体浓度,Inst,2,,,mol/L,,,,
AirOutTemp,6000491,出口空气温度,Inst,2,,,℃,,,,
AirOutRH,6000492,出口空气相对湿度,Inst,2,,,%RH,,,,
AirOutPM,6000493,出口空气颗粒物浓,Inst,2,,,mg/m3,,,,
AccPositiveActiveE,6000494,正向有功电能,Acc,1,,,kWh,,,,
OutVaporPress,6000495,出口蒸汽压力,Inst,2,,,MPa,,,,
AirOutStaticPress,6000496,出口静压,Inst,2,,,Pa,,,,
OutWindPress,6000497,出口风压,Inst,2,,,Pa,,,,
AirOutV,6000498,出口风速,Inst,2,,,m/s,,,,
OutPMConcentrate,6000499,出口黑烟浓度,Inst,2,,,mg/m3,,,,
WaterOutTowerPress,6000500,出塔水压力,Inst,2,,,MPa,,,,
WaterOutTowerTemp,6000501,出塔水温,Inst,2,,,℃,,,,
OutValveSwitch,6000502,出塔水阀开关,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
OutValveOpening,6000503,出塔水阀开度,Inst,2,,,%,,,,
AirOutTowerTemp,6000504,出塔空气温度,Inst,2,,,℃,,,,
AirOutTowerRH,6000505,出塔空气湿度,Inst,2,,,%RH,,,,
GasOutFlow,6000506,出气流量,Inst,2,,,m3/h,,,,
GasOutFlowV,6000507,出气量,Inst,2,,,m3/h,,,,
WaterOutPH,6000508,出水PH值,Inst,2,,,,,,,
WaterOutCl,6000509,出水余氯,Inst,2,,,,,,,
OutWaterPress,6000510,出水压力,Inst,2,,,MPa,,,,
WaterOutPress,6000511,出水口压力,Inst,2,,,MPa,,,,
SewageOutOil,6000512,出水含油浓度,Inst,2,,,mg/L,,,,
WaterOutQualityHardness,6000513,出水水质硬度,Inst,2,,,mg/L,,,,
WaterOutFlow,6000514,出水流量,Inst,2,,,m3/h,,,,
WaterOutTurbidity,6000515,出水浊度,Inst,2,,,mg/L,,,,
WaterOutTemp,6000516,出水温度,Inst,2,,,℃,,,,
OutFreeGas,6000517,出水游离气体含量,Inst,2,,,mL/m3,,,,
WaterOutDissolvedSolid,6000518,出水溶解性固体,Inst,2,,,,,,,
OutDissolvedGas,6000519,出水溶解气体含量,Inst,2,,,mL/m3,,,,
WaterOutHardness,6000520,出水硬度,Inst,2,,,mg/L,,,,
PipeOutPress,6000521,出液管压力,Inst,2,,,MPa,,,,
WindOutPress,6000522,出风压力,Inst,2,,,Pa,,,,
OutWindTemp,6000523,出风温度,Inst,2,,,℃,,,,
SupplyAirV,6000524,出风速度,Inst,2,,,m/s,,,,
SectionSwitchStatus,6000525,分段开关分/合闸状态,Bool,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
BranchPipePress,6000526,分管压力,Insts,2,,,MPa,,,,
BranchPipeFlow,6000527,分管流量,Insts,2,,,m3/h,,,,
BranchPipeTemp,6000528,分管温度,Insts,2,,,℃,,,,
BranchPipeValveOpening,6000529,分管阀门开度,Insts,2,,,%,,,,
DistributorCollectorDetaPress,6000530,分集水器压差,Num,,,,MPa,,,,
DistributorCollectorBypassFlow,6000531,分集水器旁通管流量,Num,,,,m3/h,,,,
DistributorCollectorBypassOpening,6000532,分集水器旁通阀开度,Num,2,,,%,,,,
SubentryPredictData,6000533,分项预测数据,Num,,,,,,,,
ArrivalTime,6000534,到期时间,DTime,,,,,,,,
CoolP,6000535,制冷功率,Inst,2,,,kW,,,,
CoolCpct,6000536,制冷量,Inst,2,,,kW,,,,
HeatP,6000537,制热功率,Inst,2,,,kW,,,,
HeatC,6000538,制热量,Inst,2,,,kW,,,,
MVaporFlow,6000539,制蒸汽量,Inst,2,,,t/h,,,,
ForAccelerateProtect,6000540,前加速保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
RemainTemporaryParkingNum,6000541,剩余临时车位数量,Num,,,,个,,,,
RemainEVParkingNum,6000542,剩余带充电桩车位数量,Num,,,,个,,,,
RemainMechanicalParkingNum,6000543,剩余机械车位数量,Num,,,,个,,,,
LubeVolume,6000544,剩余油量,Inst,2,,,L,,,,
FlowSurplusVolume,6000545,剩余流量测量值,Num,,,,m3,,,,
HeatSurplusHeat,6000546,剩余热量测量值,Num,,,,kWh,,,,
ElecSurplusConsum,6000547,剩余电量测量值,Num,,,,kWh,,,,
ElecSurplusCost,6000548,剩余金额测量值,Num,,,,元,,,,
OFPJStatus,6000549,办公投影仪状态,Enumv,,"{""type"":""str"",""map"":{""1"":""开启关闭待机...""}}",,,,,,
P,6000550,功率,Inst,2,,,W,,,,
DStatus,6000551,加湿器状态,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
DAirPress,6000552,加湿段后压力,Inst,2,,,Pa,,,,
DAirTemp,6000553,加湿段后温度,Inst,2,,,℃,,,,
DAirRH,6000554,加湿段后相对湿度,Inst,2,,,%RH,,,,
D,6000555,加湿量,Inst,2,,,g/h,,,,
DValveSwitch,6000556,加湿阀开关,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
DValveOpening,6000557,加湿阀开度,Inst,2,,,%,,,,
RHeat,6000558,加热功率,Inst,2,,,kW,,,,
HeatEffec,6000559,加热效率,Inst,2,,,%,,,,
FertilizerFeedFlow,6000560,加药速率,Inst,2,,,L/h,,,,
ChemicalFeed,6000561,加药量,Num,,,,mg/m3,,,,
TotalChlorine,6000562,化合氯值,Inst,2,,,mg/L,,,,
RisingState,6000563,升起状态,Boolv,,"{""type"":""str"",""map"":{""0"":""未升起"",""1"":""升起""}}",,,,,,
RiseHeight,6000564,升起高度,Inst,2,,,mm,,,,
UnitEDeieseConsum,6000565,单位发电量油耗,Inst,2,,,L/kWh,,,,
CarExitFlow,6000566,单位时间出车数量,Num,,,,车次/h,,,,
CarEnterFlow,6000567,单位时间进车数量,Num,,,,车次/h,,,,
SatellitesNum,6000568,卫星个数,Inst,2,,,个,,,,
DoorStatus,6000569,卷帘门状态,Enumv,,"{""type"":""str"",""map"":{""1"":""关闭"",""2"":""开启动作中"",""3"":""开启"",""4"":""关闭动作中"",""99"":""其他""}}",,,,,,
MPressmear,6000570,压力传感器压力测量值,Inst,2,,,Pa,,,,
PressOutU,6000571,压力传感器输出电压,Inst,2,,,V,,,,
PressOutI,6000572,压力传感器输出电流,Inst,2,,,A,,,,
PressMear,6000573,压力测量值,Num,2,,,MPa,,,,
PressReadVal,6000574,压力表读数,Inst,2,,,MPa,,,,
PressReliefSwitch,6000575,压力释放,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
CompressInPress,6000576,压缩机吸气压力,Inst,2,,,MPa,,,,
CompressInTemp,6000577,压缩机吸气温度,Inst,2,,,℃,,,,
CompressOutPress,6000578,压缩机排气压力,Inst,2,,,MPa,,,,
CompressOutTemp,6000579,压缩机排气温度,Inst,2,,,℃,,,,
CompressAirFlow,6000580,压缩空气流量,Inst,2,,,kg/h,,,,
RawTankVolume,6000581,原水箱水量,Num,,,,m3,,,,
AccReverseReactiveE,6000582,反向无功电能,Acc,,,,kVarh,,,,
AccReverseActiveE,6000583,反向有功电能,Acc,,,,kWh,,,,
ReflectedRadiation,6000584,反射辐射,Inst,2,,,W/m2,,,,
InverseTimeOverIProtect,6000585,反时限过流保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
TransmitSNR,6000586,发射信噪比,Inst,2,,,dB(A),,,,
TransmitP,6000587,发射功率,Inst,2,,,W,,,,
TransmitDistortion,6000588,发射失真度,Inst,2,,,%,,,,
CableTemp,6000589,发热电缆温度,Inst,2,,,℃,,,,
ThermoelecticFilmTemp,6000590,发热膜温度,Inst,2,,,℃,,,,
GeneratePress,6000591,发生压力,Inst,2,,,MPa,,,,
GeneratorSolutionConcentrate,6000592,发生器溶液浓度,Inst,2,,,ppm,,,,
HeatingModeStatus,6000593,取暖模式状态,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""取暖""}}",,,,,,
TransNoise,6000594,变压器噪声,Inst,2,,,dB(A),,,,
TransLoss,6000595,变压损耗,Inst,2,,,kW,,,,
TransEff,6000596,变压效率,Inst,2,,,%,,,,
APhaseOutLowI,6000597,变压系统低压A相出线电流,Inst,2,,,A,,,,
BPhaseOutLowI,6000598,变压系统低压B相出线电流,Inst,2,,,A,,,,
CPhaseOutLowI,6000599,变压系统低压C相出线电流,Inst,2,,,A,,,,
OutLowI,6000600,变压系统低压出线电流,Inst,2,,,A,,,,
SubSysAPhaseInU,6000601,变电系统A相进线电压,Inst,2,,,kV,,,,
SubSysAPhaseInI,6000602,变电系统A相进线电流,Inst,2,,,A,,,,
SubSysBPhaseInU,6000603,变电系统B相进线电压,Inst,2,,,kV,,,,
SubSysBPhaseInI,6000604,变电系统B相进线电流,Inst,2,,,A,,,,
SubSysCPhaseInU,6000605,变电系统C相进线电压,Inst,2,,,kV,,,,
SubSysCPhaseInI,6000606,变电系统C相进线电流,Inst,2,,,A,,,,
APhaseOutMediumU,6000607,变电系统中压A相出线电压,Inst,2,,,kV,,,,
APhaseOutMediumI,6000608,变电系统中压A相出线电流,Inst,2,,,A,,,,
BPhaseOutMediumU,6000609,变电系统中压B相出线电压,Inst,2,,,kV,,,,
BPhaseOutMediumI,6000610,变电系统中压B相出线电流,Inst,2,,,A,,,,
CPhaseOutMediumU,6000611,变电系统中压C相出线电压,Inst,2,,,kV,,,,
CPhaseOutMediumI,6000612,变电系统中压C相出线电流,Inst,2,,,A,,,,
OutMediumReactiveP,6000613,变电系统中压出线无功功率,Inst,2,,,kVar,,,,
OutMediumActiveP,6000614,变电系统中压出线有功功率,Inst,2,,,kW,,,,
OutMediumU,6000615,变电系统中压出线电压,Inst,2,,,kV,,,,
OutMediumI,6000616,变电系统中压出线电流,Inst,2,,,A,,,,
OutMediumP,6000617,变电系统中压出线视在功率,Inst,2,,,kVA,,,,
APhaseOutLowU,6000618,变电系统低压A相出线电压,Inst,2,,,kV,,,,
BPhaseOutLowU,6000619,变电系统低压B相出线电压,Inst,2,,,kV,,,,
CPhaseOutLowU,6000620,变电系统低压C相出线电压,Inst,2,,,kV,,,,
OutLowReactiveP,6000621,变电系统低压出线无功功率,Inst,2,,,kVar,,,,
OutLowActiveP,6000622,变电系统低压出线有功功率,Inst,2,,,kW,,,,
OutLowU,6000623,变电系统低压出线电压,Inst,2,,,kV,,,,
OutLowP,6000624,变电系统低压出线视在功率,Inst,2,,,kVA,,,,
TransSysEff,6000625,变电系统效率,Inst,2,,,,,,,
InReactiveP,6000626,变电系统进线无功功率,Inst,2,,,kVar,,,,
InActiveP,6000627,变电系统进线有功功率,Inst,2,,,kW,,,,
