c_category,c_func,c_name,c_data_type,c_value_type,c_choice,c_database,c_unit,remark,c_module,c_range,c_address
OEquipGearSet,7000009,其他设备档位设定,Enump,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
OEquipFreqSet,7000010,其他设备频率设定,Numr,,,,Hz,,,,
ChillWaterSideValveSwitchSet,7000011,冷冻侧水阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ChillWaterSideValveOpeningSet,7000012,冷冻侧水阀开度设定,Nump,,,,%,,,,
ChillWaterOutTempSet,7000013,冷冻水供水温度设定,Numr,,,,℃,,,,
ChillWaterOutTempSetVal,7000014,冷冻水出水温度自动设定值,Nump,3,,,℃,,,,
ChillWaterDetaPressSet,7000015,冷冻水压差设定,Numr,,,,MPa,,,,
ChillWaterDetaTempSet,7000016,冷冻水温差设定,Numr,,,,℃,,,,
CoolWaterValveSwitchSet,7000017,冷却侧水阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
CoolWaterValveOpeningSet,7000018,冷却侧水阀开度设定,Nump,,,,%,,,,
CoolWaterOutTempSet,7000019,冷却水供水温度设定,Numr,,,,℃,,,,
CoolWaterDetaPressSet,7000020,冷却水压差设定,Numr,,,,MPa,,,,
CoolWaterReturnTempSet,7000021,冷却水回水温度设定,Numr,,,,℃,,,,
CoolWaterDetaTempSet,7000022,冷却水温差设定,Numr,,,,℃,,,,
ChillWaterValveSwitchSet,7000023,冷水阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ChillWaterValveOpeningSet,7000024,冷水阀开度设定,Nump,,,,%,,,,
OutPressSet,7000025,出口压力设定,Numr,,,,MPa,,,,
AirSpeedSet,7000026,出口风速设定,Enump,,"{""type"":""str"",""map"":{""1"":自动,""2"":低,""3"":中,""4"":高,""99"":""其他""}}",,,,,,
WaterOutTempSet,7000027,出塔水温设定,Nump,,,,℃,,,,
OutValveSwitchSet,7000028,出塔水阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
OutValveOpeningSet,7000029,出塔水阀开度设定,Nump,,,,%,,,,
Devide,7000030,分,Num,,,,,,,,
ATSOEquipSwitchSet,7000031,分体空调室外机设备开关设定,NumP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
ATSORunModeSet,7000032,分体空调室外机运行模式设定,EnumP,,"{""type"":""str"",""map"":{""1"":""制冷"",""2"":""制热"",""3"":""通风"",""4"":""除湿"",""99"":""其他""}}",,,,,,
DistributorCollectorDetaPressSet,7000033,分集水器压差设定,Numr,,,,MPa,,,,
DistributorCollectorBypassOpeningSet,7000034,分集水器旁通阀开度设定,Numr,3,,,%,,,,
SceneSet,7000035,切换场景设定,Nump,,,,,,,,
SetBackPressure,7000036,初始背压设定,Numr,,,,Kpa,,,,
AfterIAlarm,7000037,剩余电流报警值,Nump,,,,mA,,,,
AfterIEarlyAlarm,7000038,剩余电流预警值,Nump,,,,mA,,,,
FunModelActStatus,7000039,功能模块开通状态,Bool,,"{""type"":""str"",""map"":{""0"":""未开通"",""1"":""开通""}}",,,,,,
FuncGActStatus,7000040,功能组开通状态,Bool,,"{""type"":""str"",""map"":{""0"":""未开通"",""1"":""开通""}}",,,,,,
DValveSwitchSet,7000041,加湿阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
DValveOpeningSet,7000042,加湿阀开度设定,Nump,,,,%,,,,
ZoneTempSet,7000043,区域温度设定值,Nump,,,,℃,,,,
BeforeChange,7000044,变更前,Str,,,,,,,,
AfterChange,7000045,变更后,Str,,,,,,,,
Week,7000046,周,Num,,,,,,,,
SISUEquipSwitchSet,7000047,喷灌机组设备开关设定,BoolP,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
SISUEquipFreqSet,7000048,喷灌机组设备频率设定,Enump,,,,Hz,,,,
ReturnAirCO2Set,7000049,回风CO2浓度设定,Nump,,,,ppm,,,,
ReturnFanGearSet,7000050,回风机档位设定,Enump,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
ReturnFanFreqSet,7000051,回风机频率设定,Boolp,,,,Hz,,,,
ReturnAirTempSet,7000052,回风温度设定,Nump,,,,℃,,,,
ReturnAirRHSet,7000053,回风相对湿度设定,Nump,,,,%RH,,,,
ReturnAirValveSwitchSet,7000054,回风阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ReturnAirValveOpeningSet,7000055,回风阀开度设定,Nump,,,,%,,,,
InRange,7000056,在范围内,Str,,,,,,,,
OutRange,7000057,在范围外,Str,,,,,,,,
GreaterThan,7000058,大于,Str,,,,,,,,
QuorumCoefficient,7000059,定额系数,Num,,,,,,,,
IndoorAirCO2Set,7000060,室内CO2浓度设定,Nump,,,,ppm,,,,
IndoorMediumOutTempSet,7000061,室内侧机组载冷剂出口温度设定,Nump,,,,℃,,,,
IndoorAirTempSet,7000062,室内温度设定,Nump,,,,℃,,,,
LessThan,7000063,小于,Str,,,,,,,,
CurtainStatesControl,7000064,幕布升起状态控制,Bool,,"{""type"":""str"",""map"":{""0"":""落下"",""1"":""升起""}}",,,,,,
Year,7000065,年,Num,,,,,,,,
SwitchOpenSet,7000066,开合设定,Boolp,,"{""type"":""str"",""map"":{""0"":""断开"",""1"":""闭合""}}",,,,,,
OpeningSet,7000067,开度设定,Num,3,,,%,,,,
SwitchCloseSet,7000068,开闭设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
InCloudSet,7000069,手自动设定,Bool,,"{""type"":""str"",""map"":{""0"":""非云端"",""1"":""云端""}}",,,,,,
AlarmRank,7000070,报警等级,Enum,,"{""type"":""str"",""map"":{""1"":""高"",""2"":""中"",""3"":""低"",""4"":""自定义""}}",,,,,,
ExhaustFanGearSet,7000071,排风机档位设定,Enump,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
ExhaustFanFreqSet,7000072,排风机频率设定,Boolp,,,,Hz,,,,
ExhaustAirValveSwitchSet,7000073,排风阀开关设定,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ExhaustAirValveOpeningSet,7000074,排风阀开度设定,Inst,2,,,%,,,,
DetectDistSet,7000075,探测距离设定,Nump,,,,,,,,
SwingSwitchSet,7000076,摇摆开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""摇摆关"",""1"":""摇摆开""}}",,,,,,
TransmissionInterruption,7000077,断传时长,Num,,,,秒,,,,
ATFURunModeSet,7000078,新风机组运行模式设定,Enump,,"{""type"":""str"",""map"":{""0"":""制冷"",""1"":""制热"",""99"":""其他""}}",,,,,,
FreshAirValveSwitchSet,7000079,新风阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
FreshAirValveOpeningSet,7000080,新风阀开度设定,Nump,,,,%,,,,
FreshAirValveMaxOpeningSet,7000081,新风阀最大阀位设定,Nump,,,,%,,,,
Day,7000082,日,Num,,,,,,,,
Hour,7000083,时,Num,,,,,,,,
isTemplate,7000084,是否为模板,Bool,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
isCalculate,7000085,是否参与计算,Bool,,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
Enabled,7000086,是否启用,Bool,,"{""type"":""str"",""map"":{""0"":""未启用"",""1"":""启用""}}",,,,,,
FuncIdNotice,7000087,是否开启通知,Bool,,"{""type"":""str"",""map"":{""0"":""未开启"",""1"":""开启""}}",,,,,,
WorstTerminalDetaPressSet,7000088,最不利末端供回水压差设定,Numr,,,,Pa,,,,
WorstTerminalDetaTempSet,7000089,最不利末端供回水温差设定,Numr,,,,℃,,,,
MinStockNumSet,7000090,最低库存数量,Numr,,,,,,,,
Month,7000091,月,Num,,,,,,,,
ATEquipSwitchSet,7000092,机组设备开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
ATEquipFreqSet,7000093,机组设备频率设定,Nump,,,,Hz,,,,
LimitTempSet,7000094,极限温度设定,Nump,,,,℃,,,,
WSCFEquipSwitchSet,7000095,水景循环过滤机组设备开关设定,BoolP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
WSCFEquipFreqSet,7000096,水景循环过滤机组设备频率设定,Enump,,,,Hz,,,,
WSPPEquipSwitchSet,7000097,水景水泵设备开关设定,BoolP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
PumpOutPressSet,7000098,水泵出口压力设定,Nump,,,,MPa,,,,
WPPPEquipSwitchSet,7000099,泳池循环水泵设备开关设定,BoolP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
PEquipSwitchSet,7000100,泵型设备开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
PMEquipFreqSet,7000101,泵型设备频率设定,Enump,,,,Hz,,,,
PEquipFreqSet,7000102,泵设备频率设定,Nump,,,,Hz,,,,
TempAlarm,7000103,温度报警值,Nump,,,,℃,,,,
TempEarlyAlarm,7000104,温度预警值,Nump,,,,℃,,,,
SSPOEquipSwitchSet,7000105,潜污泵设备开关设定,BoolP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
LightSwitchSet,7000106,灯的开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
LampOpeningSet,7000107,灯的开度设定,Nump,,,,%,,,,
LampGearSet,7000108,灯的档位设定,Enump,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中挡"",""3"":""高挡"",""99"":""其他""}}",,,,,,
HotWaterOutTempSet,7000109,热水出水温度设定,Nump,,,,℃,,,,
HotWaterValveSwitchSet,7000110,热水阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
HotWaterValveOpeningSet,7000111,热水阀开度设定,Nump,,,,%,,,,
HeatingTimeSet,7000112,热需求时间段,Timeps,,,,,,,,
DHSUEquipSwitchSet,7000113,生活热水供水机组设备开关设定,NumP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
DHHPEquipSwitchSet,7000114,生活热水水泵设备开关设定,NumP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
DHAHEquipSwitchSet,7000115,生活热水空气源热泵设备开关设定,NumP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
DWSUEquipSwitchSet,7000116,生活给水供水机组设备开关设定,BoolP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
DWPPEquipSwitchSet,7000117,生活给水水泵设备开关设定,BoolP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
DWPPEquipFreqSet,7000118,生活给水水泵设备频率设定,Nump,,,,Hz,,,,
ChillWaterValveSwitchStatusParam,7000119,盘管冷水阀开关状态参数,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
ChillWaterValveOpeningParam,7000120,盘管冷水阀开度参数,Nump,,,,%,,,,
WaterValveSwitchSet,7000121,盘管水阀开关状态设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
WaterValveOpeningParam,7000122,盘管水阀开度参数,Nump,,,,%,,,,
HotWaterValveSwitchStatusParam,7000123,盘管热水阀开关状态参数,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
HotWaterValveOpeningParam,7000124,盘管热水阀开度参数,Nump,,,,%,,,,
OutWaterTempSet,7000125,目标取暖水温,Nump,,,,℃,,,,
RoomTempSet,7000126,目标环境温度,Nump,,,,℃,,,,
PhaseIAlarm,7000127,相电流报警值,Nump,,,,A,,,,
PhaseIEarlyAlarm,7000128,相电流预警值,Nump,,,,A,,,,
SupplyAirFlowSet,7000129,瞬时风量设定值,Nump,,,,m3/h,,,,
Second,7000130,秒,Num,,,,,,,,
ADSFEquipSwitchSet,7000131,空调人防风机设备开关设定,NumP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
CCWHEquipFreqSet,7000132,空调水源热泵设备频率设定,Nump,,,,Hz,,,,
CCHRunModeSet,7000133,空调热泵运行模式设定,Enump,,"{""type"":""str"",""map"":{""0"":""制冷"",""1"":""制热"",""99"":""其他""}}",,,,,,
CCAHEquipFreqSet,7000134,空调空气源热泵设备频率设定,Nump,,,,Hz,,,,
AtRunModeSet,7000135,空调运行模式设定,Enum,,"{""type"":""str"",""map"":{""1"":""制冷"",""2"":""制热"",""3"":""通风"",""4"":""除湿"",""99"":""其他""}}",,,,,,
Equal,7000136,等于,Str,,,,,,,,
SysOffSet,7000137,系统关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""关闭""}}",,,,,,
SysSwitchSet,7000138,系统开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
SysOnSet,7000139,系统开设定,Boolp,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""开启""}}",,,,,,
SystemFuncSet,7000140,系统测量功能设定,Str,,,,,,,,
VaporOutPressSet,7000141,蒸汽压力设定,Nump,,,,MPa,,,,
VaporValveSwitchSet,7000142,蒸汽阀开关设定,Boolv,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
VaporValveOpeningSet,7000143,蒸汽阀开度设定,Inst,2,,,%,,,,
EquipOffSet,7000144,设备关设定,Numr,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""关闭""}}",,<null>,,,,
EquipSwitchSet,7000145,设备开关设定,Bool,3,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
EquipOpeningSet,7000146,设备开度设定,Bool,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,%,,,,
EquipOnSet,7000147,设备开设定,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""关闭""}}",,,,,,
EquipGearSet,7000148,设备档位设定,Enump,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
EquipFreqSet,7000149,设备频率设定,Numr,,,,Hz,,,,
DesignTime,7000150,设定时间,DTime,,,,,,,,
DesignTimeType,7000151,设定时间类型,Enum,,"{""type"":""str"",""map"":{""0"":""年定额"",""1"":""月定额"",""2"":""日定额"",""3"":""时定额"",""4"":""年引导值"",""5"":""月引导值""}}",,,,,,
Rating,7000152,评分,Str,,,,,,,,
Comment,7000153,评论,Str,,,,,,,,
LightSet,7000154,调光设定,Nump,,,,,,,,
SpeedSet,7000155,调速设定,Nump,,,,,,,,
MaxPLRSet,7000156,负载率最大值设定,Nump,,,,%,,,,
OutFreqSet,7000157,输出频率设定,Inst,2,,,Hz,,,,
RunModeSet,7000158,运行模式设定,Enum,,"{""type"":""str"",""map"":{""0"":""自动"",""1"":""手动""}}",,,,,,
RunStatusSet,7000159,运行状态设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
WaterInOutDetaTempSet,7000160,进出塔水温差设定,Nump,,,,℃,,,,
InValveSwitchSet,7000161,进塔水阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
InValveOpeningSet,7000162,进塔水阀开度设定,Nump,,,,%,,,,
SupplyAirPressSet,7000163,送风压力设定,Nump,,,,Pa,,,,
SupplyFanGearSet,7000164,送风机档位设定,Enump,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
SupplyFanFreqSet,7000165,送风机频率设定,Boolp,,,,Hz,,,,
SupplyAirTempSet,7000166,送风温度设定,Nump,,,,℃,,,,
SupplyAirRHSet,7000167,送风湿度设定,Nump,,,,%RH,,,,
SupplyStaticPressSet,7000168,送风静压点压力设定值,Numr,,,,Pa,,,,
VTSFEquipSwitchSet,7000169,通风风机设备开关设定,NumP,,"{""type"":""str"",""map"":{""0"":""停止"",""1"":""运行""}}",,,,,,
ValveOpeningSet,7000170,阀门开度设定,Numr,,,,%,,,,
PresetPressure,7000171,预充压力,Num,,,,Mpa,,,,
FanGearSet,7000172,风机档位设定,Enump,,"{""type"":""str"",""map"":{""1"":""低档"",""2"":""中档"",""3"":""高档"",""99"":""其他""}}",,,,,,
ATFCEquipSwitchSet,7000173,风机盘管设备开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
FanFreqSet,7000174,风机频率设定,Numps,,,,Hz,,,,
HighLevelSet,7000175,高液位报警高度设定,Nump,,,,m,,,,
HighValveSwitchSet,7000176,高温侧水阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
HighValveOpeningSet,7000177,高温侧水阀开度设定,Nump,,,,%,,,,
HighVaporValveSwitchSet,7000178,高温侧蒸汽阀开关设定,Boolp,,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
HighVaporValveOpeningSet,7000179,高温侧蒸汽阀开度设定,Nump,,,,%,,,,
OilTankPressure,7000180,油槽压力,inst,2,,,Pa,,,,
EvaporatorWaterFlowSwitchStatus,7000181,蒸发器水流开关状态,Bool,2,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
CondenserWaterFlowSwitchStatus,7000182,冷凝器水流开关状态,Bool,2,"{""type"":""str"",""map"":{""0"":""关闭"",""1"":""开启""}}",,,,,,
CoolingWaterOutletTemSet,7000183,冷却水出水温度设定值,Num,3,,,℃,,,,
WhetherToParticipateInControl,7000184,是否参与自动控制,Bool,3,"{""type"":""str"",""map"":{""0"":""否"",""1"":""是""}}",,,,,,
SettingOfOutletTemperatureRangeUp,7000185,出水温度范围设定高,Num,3,,,℃,,,,
SettingOfOutletTemperatureRangeLow,7000186,出水温度范围设定低,Num,3,,,℃,,,,
IfOpeningQuantityControl,7000187,是否启动台数限制,Bool,3,"{""type"":""str"",""map"":{""0"":""不启用"",""1"":""启用""}}",,,,,,
IsStandbyModeEnabled,7000188,待机模是否启用,Bool,3,"{""type"":""str"",""map"":{""0"":""不启用"",""1"":""启用""}}",,,,,,
SpecifyOpeningQuantityControl,7000189,指定开启数量控制,Num,3,,,,,,,
ScrewMachineStandbyThreshold,7000190,螺杆机待机阈值,Num,3,,,℃,,,,
MaximumChilledWaterBypassFlowRate,7000191,最大冷冻水旁通流量,Num,3,,,m3/h,,,,
MinimumFrequencySetting,7000192,最低频率设定,Num,3,,,Hz,,,,
DelayClosingTime,7000193,延迟关闭时间,Num,3,,,s,,,,
WhetherFansToParticipateInControl,7000194,风扇是否参与控制,Bool,3,"{""type"":""str"",""map"":{""0"":""不参与"",""1"":""参与""}}",,,,,,
FanSettingFrequency,7000195,风扇设定频率,Num,3,,,,,,,
FanSwitchStatus,7000196,风扇开关状态,Bool,3,"{""type"":""str"",""map"":{""0"":""不参与"",""1"":""参与""}}",,,,,,
DifSupplyReturnWater,7000197,供回水温差,Inst,2,,,℃,,,,
RemoteStatus,7000198,远程状态,Inst,2,"{""type"":""str"",""map"":{""0"":""本地"",""1"":""远程""}}",,,,,,
ThreePhaseActivePower,7000199,三相有功功率,Inst,2,,,kW,,,,
OutPipTemperature,7000200,出口管道温度,Inst,2,,,℃,,,,
InPipTemperature,7000201,入口管道温度,Inst,2,,,℃,,,,
OutPipPressure,7000202,出口管道压力,Inst,2,,,Pa,,,,
InPipPressure,7000203,入口管道压力,Inst,2,,,Pa,,,,
OutTDB,7000204,室外干球温度,Inst,2,,,℃,,,,
OutTWB,7000205,室外湿球温度,Inst,2,,,℃,,,,
OutdoorRH,7000206,室外相对湿度,Inst,2,,,%RH,,,,
ColdStationEgyEfficiency,7000207,冷站总能效,Inst,2,,,℃,,,,
ColdStationInstEffic,7000208,冷站瞬时能效,Inst,2,,,℃,,,,
IndoorTemperature,7000209,室内温度,Inst,2,,,℃,,,,
AveTemperature,7000210,平均温度,Inst,2,,,℃,,,,
MostUnfavorableTemperature,7000211,最不利温度,Inst,2,,,℃,,,,
ChillWaterOutTempSetValH,7000212,冷冻水出水温度手动设定值,Nump,3,,,℃,,,,
FuelSPLPresDif,7000213,供油压差,Num,2,,,MPa,,,,
EvapOverheating,7000214,蒸发器过热,Num,2,,,℃,,,,
CondOverheating,7000215,冷凝器过热,Num,2,,,℃,,,,
ScrewIfOpeningQuantityControl,7000216,螺杆式冷水机是否启动台数限制,Bool,3,"{""type"":""str"",""map"":{""0"":""不启用"",""1"":""启用""}}",,,,,,
ScrewSpecifyOpeningQuantityControl,7000217,螺杆式冷水机指定开启数量控制,Num,3,,,,,,,
Direct,7000218,方向设定,Enum,3,"{""map"": {""1"": ""上"", ""2"": ""下"", ""3"": ""左"", ""4"": ""右"", ""5"": ""左上"", ""6"": ""左下"", ""7"": ""右上"", ""8"": ""又下""}, ""type"": ""str""}",,,,,,
UpperFanCCTOn,7000219,开风机浓度上限,Num,3,,,,,,,
LowerFanCCTOn,7000220,开风机浓度下限,Num,3,,,,,,,
DiffPressureProVal,7000221,就地远程切换,Num,2,,,,,,,
RunModeSet1,7142012,设定的运行模式,Enump,3,"{""type"":""str"",""map"":{""0"":""制冷"",""1"":""制热"",""2"":""通风"",""3"":""关机"",""4"":""开机""}}",,,,,,
TemperatureSet1,7142013,设定温度,Num,2,,,℃,,,,
SpeedSet1,7142014,设定风速档位值,Enump,3,"{""type"":""str"",""map"":{""0"":""自动"",""1"":""低速"",""2"":""中速"",""3"":""高速""}}",,,,,,
LockSet1,7142015,锁屏,Enump,3,"{""type"":""str"",""map"":{""1"":""锁屏"",""0"":""正常""}}",,,,,,
VRVLock,7342003,多联机锁定,Enum,3,"{""type"":""str"",""map"":{""0"":""不锁定"",""1"":""开关锁定"",""2"":""温度锁定"",""3"":""开关、温度锁定"",""4"":""模式锁定"",""5"":""模式、开关锁定"",""6"":""模式、温度锁定"",""7"":""模式、温度、开关锁定"",""8"":""风速锁定"",""9"":""风速、开关锁定"",""10"":""风速、温度锁定"",""11"":""风速、温度、开关锁定"",""12"":""风速、模式锁定"",""13"":""风速、模式、开关锁定"",""14"":""风速、模式、温度锁定"",""15"":""风速、模式、温度、开关锁定"",""16"":""风向锁定"",""17"":""风向、开关锁定"",""18"":""风向、温度锁定"",""19"":""风向、温度、开关锁定"",""20"":""风向、模式锁定"",""21"":""风向、模式、开关锁定"",""22"":""风向、模式、温度锁定"",""23"":""风向、模式、温度、开关锁定"",""24"":""风向、风速锁定"",""25"":""风向、风速、开关锁定"",""26"":""风向、风速、温度锁定"",""27"":""风向、风速、温度、开关锁定"",""28"":""风向、风速、模式锁定"",""29"":""风向、风速、模式、开关锁定"",""30"":""风向、风速、模式、温度锁定"",""31"":""风向、风速、模式、温度、开关锁定""}}",,,,,,
VRVTempSet,7342005,多联机温度设定,Num,3,,,℃,,,,
VRVModeSet,7342006,多联机模式设定,Enum,3,"{""type"":""str"",""map"":{""0"":""自动"",""1"":""制冷"",""2"":""除湿"",""4"":""送风"",""8"":""制热""}}",,,,,,
VRVWindSpeed,7342007,多联机风速设定,Enum,3,"{""type"":""str"",""map"":{""0"":""自动"",""1"":""高速"",""2"":""中速"",""3"":""中高速"",""4"":""低速"",""5"":""中低速"",""6"":""微风"",""7"":""强劲风""}}",,,,,,
VRVWindDirection,7342008,多联机风向设定,Enum,3,,,,,,,
VRVTempLockLow,7342009,多联机温度锁定下限,Num,3,,,℃,,,,
VRVTempLockUp,7342010,多联机温度锁定上限,Num,3,,,℃,,,,
CurrentPercentageSetpoint,7560001,电流百分比设定点,Nump,,,,%,,,,
CurrentPercentageSetValue,7560002,电流百分比设定值,Num,3,,,℃,,,,
n8242001,8242001,在线状态,Enump,2,"{""type"":""str"",""map"":{""0"":""不在线"",""1"":""在线""}}",,,离线判定：最近一次通讯距今2560秒（无有效通讯），或者上位机连续2次发送命令无响应。如果发生了一次有效通讯事件，则认为在线。,,,
n8242002,8242002,注册状态,Enump,2,"{""type"":""str"",""map"":{""0"":""未注册"",""1"":""已注册""}}",,,从站设备是否做过网络参数设置规程。一般情况下，只有做过注册的设备才能正常通讯。,,,
n8242003,8242003,信号强度,Num,2,,,dbm,网关接收信号强度。值越大，设备距离网关越近或者穿墙数越少。,,,
n8242004,8242004,生存期,Num,2,,,秒,用于明确缓存记录的生存期。生存期越大，数据的时效越差。生存期越小，越接近实时数据。,,,
n8242005,8242005,备用,Num,2,,,,用于其它重要网络质量描述字段。,,,
n8242006,8242006,设备类型,Enump,2,"{""type"":""str"",""map"":{""2001"":""一路设备"",""2002"":""二路设备"",""2003"":""三路设备""}}",,,,,,
n8242007,8242007,L1灯控,Enump,3,"{""type"":""str"",""map"":{""0"":""关灯"",""1"":""开灯""}}",,,,,,
n8242008,8242008,L2灯控,Enump,3,"{""type"":""str"",""map"":{""0"":""关灯"",""1"":""开灯""}}",,,,,,
n8242009,8242009,L3灯控,Enump,3,"{""type"":""str"",""map"":{""0"":""关灯"",""1"":""开灯""}}",,,,,,
n8242010,8242010,总用电量,Num,1,,,度,,,,
n8242011,8242011,备用1,,2,,,,,,,
n8242012,8242012,功率P,Num,2,,,W,,,,
n8242013,8242013,电压,Num,2,,,V,,,,
n8242014,8242014,电流,Num,2,,,A,,,,
n8242015,8242015,室温,Num,2,,,度,,,,
n8242016,8242016,湿度,Num,2,,,,设备综合多个传感器数据，得出的结论,,,
n8242017,8242017,L1灯ON时长,Num,1,,,分钟,,,,
n8242018,8242018,L2灯ON时长,Num,1,,,分钟,,,,
n8242019,8242019,L3灯ON时长,Num,1,,,分钟,,,,
n8242020,8242020,人体感应状态,Enump,2,"{""type"":""str"",""map"":{""0"":""无人"",""1"":""有人""}}",,,,,,
n8242021,8242021,人体传感器ID=0,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242022,8242022,人体传感器ID=1,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242023,8242023,人体传感器ID=2,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242024,8242024,人体传感器ID=3,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242025,8242025,人体传感器ID=4,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242026,8242026,人体传感器ID=5,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242027,8242027,人体传感器ID=6,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242028,8242028,人体传感器ID=7,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
n8242029,8242029,人体传感器ID=8,Num,2,,,秒,自从上次有人信号发生后，距今时长,,,
